objectid,filename,parentid,display_template,display_order,title,creator,date,description,language,format,type,subtype,subject,historical_context,reception_form,depicted,source,identifier,rights,rightstatement,location,city,country,latitude,longitude,object_location,image_small,image_thumb,image_alt_text,relation,database_record,url,iiif
europeana_00091,,,image,,Fuente Ovejuna,Lope de Vega; Pepa Gamboa; TNT El Vacie,2016,,es,1 programa 15 x 10 cm.,IMAGE,,Compañías; Mujer; Producciones; Teatro social; Tarjetas,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.210917 | 3103 | CDAEA 09/1447,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Spain,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=210917,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2016/09/07/210917/1473232964500_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2016%2F09%2F07%2F210917%2F1473232964500_Internet.jpg&type=IMAGE,Fuente Ovejuna,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=210917,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_210917/manifest.json
europeana_00092,,,image,,Fuente Ovejuna,http://data.europeana.eu/agent/32772; http://data.europeana.eu/agent/63846; Agencia Andaluza de Instituciones Culturales; Ayuntamiento de Aracena; TNT; Lope de Vega; Pepa Gamboa,2017,,es,1 cartel (digital),IMAGE,,Compañías; Mujer; Producciones; Redes-circuitos; Teatro clásico español,,,,Europeana | Andalusian Performing Arts Research and Resource Center,oai:elektra.cdaea.es:documento.232326 | 3103 | CDAEA 01/8591,http://rightsstatements.org/vocab/InC-EDU/1.0/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Teatro Sierra de Aracena, Aracena, Huelva",Teatro Sierra de Aracena,Huelva,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=232326,https://www.juntadeandalucia.es/cultura/cdaea/elektra/repository/publicas/2018/02/22/232326/1519299468047_Internet.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.juntadeandalucia.es%2Fcultura%2Fcdaea%2Felektra%2Frepository%2Fpublicas%2F2018%2F02%2F22%2F232326%2F1519299468047_Internet.jpg&type=IMAGE,Fuente Ovejuna,,,https://www.juntadeandalucia.es/cultura/cdaea/elektra/catalogo_execute.html?tipoObjeto=1&id=232326,https://iiif.europeana.eu/presentation/2022715/https___www_juntadeandalucia_es_cultura_cdaea_elektra_catalogo_execute_html_tipoObjeto_1_id_232326/manifest.json
europeana_00093,,,image,,"Lope de Vega, ""Fuente Ovejuna"" Φουέντε Οβεχούνα.","http://semantics.gr/authorities/searchculture-persons/676024480; Ιορδανίδης, Σωκράτης (Φωτό Διονύσια) Θεσσαλονίκη, Αγ. Σοφίας 21; Iordanidis, Sokratis (Photo Dionysia) Thessaloniki, 21 Ag. Sofias Str.",1977,,mul,,IMAGE,http://data.europeana.eu/concept/48; http://semantics.gr/authorities/ekt-item-types/fwtografia; Φώτο/Λευκώματα; ΦΩΤΟΓΡΑΦΙΑ,http://data.europeana.eu/concept/112; http://semantics.gr/authorities/ekt-unesco/1467158054; http://semantics.gr/authorities/ekt-unesco/58975444; ΠΑΡΑΣΤΑΤΙΚΕΣ ΤΕΧΝΕΣ: ΘΕΑΤΡΟ; THEATRE,,,,Europeana | Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece,https://www.searchculture.gr/aggregator/edm/ELIA/000100-22_443999,http://creativecommons.org/licenses/by/4.0/,http://creativecommons.org/licenses/by/4.0/,http://semantics.gr/authorities/geonames-places-earth/734077,,Greece,,,http://eliaserver.elia.org.gr/lselia/rec.aspx?id=443999,http://eliaserver.elia.org.gr/LSelia/images_View/BAH.0256.JPG,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.searchculture.gr%2Faggregator%2Fthumbnails%2Fedm-record%2FELIA%2F000100-22_443999&type=IMAGE,"Lope de Vega, ""Fuente Ovejuna"" Φουέντε Οβεχούνα.",,,http://eliaserver.elia.org.gr/lselia/rec.aspx?id=443999,https://iiif.europeana.eu/presentation/122/https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_443999/manifest.json
europeana_00094,,,image,,Fuente ovejuna. Comedia famosa,http://data.europeana.eu/agent/170411; https://d-nb.info/gnd/122774434,[ohne Jahresangabe],,es; de,,TEXT,http://data.europeana.eu/concept/70; http://data.europeana.eu/concept/6; https://d-nb.info/gnd/4008570-3; Drama,https://d-nb.info/gnd/4031952-0; https://d-nb.info/gnd/4077640-2,,,,Europeana | Austrian National Library,+Z18356570X,http://rightsstatements.org/vocab/NoC-NC/1.0/,http://rightsstatements.org/vocab/NoC-NC/1.0/,,,Austria,,,http://data.onb.ac.at/ABO/%2BZ18356570X,https://iiif.onb.ac.at/images/ABO/%2BZ18356570X/00000001/full/max/0/default.jpg,"https://iiif.onb.ac.at/images/ABO/%2BZ18356570X/00000001/full/300,/0/default.jpg",Fuente ovejuna. Comedia famosa,,,http://data.onb.ac.at/ABO/%2BZ18356570X,https://iiif.europeana.eu/presentation/1321/https___id_kulturpool_at_5814fc47_88be_4ed4_84f9_ae4f6bfa7472_cho/manifest.json
europeana_00095,,,image,,"Lope de Vega, ""Fuente Ovejuna"" Λαός και τυραννία.",,1975,,mul,,IMAGE,http://data.europeana.eu/concept/48; http://semantics.gr/authorities/ekt-item-types/fwtografia; Φώτο/Λευκώματα; ΦΩΤΟΓΡΑΦΙΑ,http://data.europeana.eu/concept/112; http://semantics.gr/authorities/ekt-unesco/1467158054; http://semantics.gr/authorities/ekt-unesco/58975444; ΠΑΡΑΣΤΑΤΙΚΕΣ ΤΕΧΝΕΣ: ΘΕΑΤΡΟ; THEATRE,,,,Europeana | Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece,https://www.searchculture.gr/aggregator/edm/ELIA/000100-22_444899,http://creativecommons.org/licenses/by/4.0/,http://creativecommons.org/licenses/by/4.0/,http://data.europeana.eu/place/216265,,Greece,,,http://eliaserver.elia.org.gr/lselia/rec.aspx?id=444899,http://eliaserver.elia.org.gr/LSelia/images_View/BAH.0706.JPG,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.searchculture.gr%2Faggregator%2Fthumbnails%2Fedm-record%2FELIA%2F000100-22_444899&type=IMAGE,"Lope de Vega, ""Fuente Ovejuna"" Λαός και τυραννία.",,,http://eliaserver.elia.org.gr/lselia/rec.aspx?id=444899,https://iiif.europeana.eu/presentation/122/https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_444899/manifest.json
europeana_00096,,,image,,"Fuente ovejuna. Comedia famosa 4,4",http://data.europeana.eu/agent/170411; https://d-nb.info/gnd/122774434,[ohne Jahresangabe],Comedias de varios. (tit. fict.) - Fingierte Reihe,es; de,,TEXT,http://data.europeana.eu/concept/70; http://data.europeana.eu/concept/6; https://d-nb.info/gnd/4008570-3; Drama,https://d-nb.info/gnd/4031952-0; https://d-nb.info/gnd/4077640-2,,,,Europeana | Austrian National Library,+Z105583509,http://rightsstatements.org/vocab/NoC-NC/1.0/,http://rightsstatements.org/vocab/NoC-NC/1.0/,,,Austria,,,http://data.onb.ac.at/ABO/%2BZ105583509,https://iiif.onb.ac.at/images/ABO/%2BZ105583509/00000001/full/max/0/default.jpg,"https://iiif.onb.ac.at/images/ABO/%2BZ105583509/00000001/full/300,/0/default.jpg","Fuente ovejuna. Comedia famosa 4,4",,,http://data.onb.ac.at/ABO/%2BZ105583509,https://iiif.europeana.eu/presentation/1321/https___id_kulturpool_at_dee9e601_05e1_4890_989f_c8fb308b9c27_cho/manifest.json
europeana_00097,,,image,,Illustration of the play “Fuente Ovejuna” by Lope de Vega,"Petrov, Georgi (author); Petrov, Georgi (autor)",1938,,et,tervik kujutise laius: 10.2 cm; tervik kujutise kõrgus: 14.4 cm; tervik lehe kõrgus: 19.4 cm; tervik lehe laius: 13.7 cm,IMAGE,http://data.europeana.eu/concept/40; graphics; illustration; graafika; illustratsioon,http://data.europeana.eu/concept/40; graphics; illustration; graafika; illustratsioon,,,,Europeana | Tartu Art Museum,oai:muis.ee:1409657 | TKM TR 1800 G 603,http://creativecommons.org/publicdomain/zero/1.0/,http://creativecommons.org/publicdomain/zero/1.0/,,,Estonia,,,https://www.muis.ee/museaalView/1409657,https://www.muis.ee/digitaalhoidla/api/meedia/originaal?id=af842631-0897-4b0f-a51a-6f15c7cd80a9,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.muis.ee%2Fdigitaalhoidla%2Fapi%2Fmeedia%2Foriginaal%3Fid%3Daf842631-0897-4b0f-a51a-6f15c7cd80a9&type=IMAGE,Illustration of the play “Fuente Ovejuna” by Lope de Vega,,,https://www.muis.ee/museaalView/1409657,https://iiif.europeana.eu/presentation/401/item_O4HB6UXLAOTDHRCD3VDN3R4Q3UXTSX3J/manifest.json
europeana_00098,,,image,,"Lope de Vega, ""Fuente Ovejuna"" Λαός και τυραννία.",,1975,,mul,,IMAGE,http://data.europeana.eu/concept/48; http://semantics.gr/authorities/ekt-item-types/fwtografia; Φώτο/Λευκώματα; ΦΩΤΟΓΡΑΦΙΑ,http://data.europeana.eu/concept/112; http://semantics.gr/authorities/ekt-unesco/1467158054; http://semantics.gr/authorities/ekt-unesco/58975444; ΠΑΡΑΣΤΑΤΙΚΕΣ ΤΕΧΝΕΣ: ΘΕΑΤΡΟ; THEATRE,,,,Europeana | Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece,https://www.searchculture.gr/aggregator/edm/ELIA/000100-22_444901,http://creativecommons.org/licenses/by/4.0/,http://creativecommons.org/licenses/by/4.0/,http://data.europeana.eu/place/216265,,Greece,,,http://eliaserver.elia.org.gr/lselia/rec.aspx?id=444901,http://eliaserver.elia.org.gr/LSelia/images_View/BAH.0707.JPG,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.searchculture.gr%2Faggregator%2Fthumbnails%2Fedm-record%2FELIA%2F000100-22_444901&type=IMAGE,"Lope de Vega, ""Fuente Ovejuna"" Λαός και τυραννία.",,,http://eliaserver.elia.org.gr/lselia/rec.aspx?id=444901,https://iiif.europeana.eu/presentation/122/https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_444901/manifest.json
europeana_00099,,,image,,Fuente Ovejuna (A hős falu),Felelős kiadó: Magyarics Lászlóné; Madách Színház,1952-11-13,,hu; magyar,,TEXT,szöveg,http://data.europeana.eu/concept/2837; szórólap,,,,Europeana | Hungarian Theatre Museum and Institute,382082 | 15792 | Inventory number 52.627,http://creativecommons.org/publicdomain/mark/1.0/,http://creativecommons.org/publicdomain/mark/1.0/,,,Hungary,,,https://mandadb.hu/tetel/382082/Fuente_Ovejuna_A_hos_falu,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fmandadb.hu%2Fcommon%2Ffile-servlet%2Fdocument%2F617301%2Fdefault%2Fdoc_url%2Ffuenteovejuna.pdf&type=TEXT,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fmandadb.hu%2Fmandadb%2Fwebimage%2F4%2F1%2F3%2F7%2F6%2F4%2Fwimage%2Ffuenteovejuna.jpg&type=TEXT,Fuente Ovejuna (A hős falu),,,https://mandadb.hu/tetel/382082/Fuente_Ovejuna_A_hos_falu,https://iiif.europeana.eu/presentation/2048128/382082/manifest.json
europeana_00100,,,image,,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74","Sochůrek, Vilém",,"Subject event Performance: Fuente Ovejuna (25964), Vega, Lope de, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc, Bršlica, František, Čada, Jiří, 6.10.1968, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174843 | urn 174843 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202091,,Czech Republic,,,https://www.europeana.eu/item/2023817/174843?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/25964/25964_007.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F25964%2F25964_007.jpg&type=IMAGE,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74",,,https://www.europeana.eu/item/2023817/174843?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174843/manifest.json
europeana_00101,,,image,,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74","Sochůrek, Vilém",,"Subject event Performance: Fuente Ovejuna (25964), Vega, Lope de, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc, Bršlica, František, Čada, Jiří, 6.10.1968, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174837 | urn 174837 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202091,,Czech Republic,,,https://www.europeana.eu/item/2023817/174837?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/25964/25964_001.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F25964%2F25964_001.jpg&type=IMAGE,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74",,,https://www.europeana.eu/item/2023817/174837?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174837/manifest.json
europeana_00102,,,image,,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74","Sochůrek, Vilém",,"Subject event Performance: Fuente Ovejuna (25964), Vega, Lope de, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc, Bršlica, František, Čada, Jiří, 6.10.1968, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174840 | urn 174840 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202091,,Czech Republic,,,https://www.europeana.eu/item/2023817/174840?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/25964/25964_004.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F25964%2F25964_004.jpg&type=IMAGE,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74",,,https://www.europeana.eu/item/2023817/174840?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174840/manifest.json
europeana_00103,,,image,,"Fuente Ovejuna, 1945, Městské divadlo na Vinohradech 45-50","Drbohlav, Karel",,"Subject event Performance: Fuente Ovejuna (Vzbouření na vsi) (37885), Vega, Lope de, Městské divadlo na Vinohradech Praha, Jernek, Karel, Rendlová, Vlasta, 5.10.1945, Městské divadlo na Vinohradech Praha",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174891 | urn 174891 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202066,,Czech Republic,,,https://www.europeana.eu/item/2023817/174891?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/37885/37885_002.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F37885%2F37885_002.jpg&type=IMAGE,"Fuente Ovejuna, 1945, Městské divadlo na Vinohradech 45-50",,,https://www.europeana.eu/item/2023817/174891?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174891/manifest.json
europeana_00104,,,image,,"Fuente Ovejuna, 1945, Městské divadlo na Vinohradech 45-50","Drbohlav, Karel",,"Subject event Performance: Fuente Ovejuna (Vzbouření na vsi) (37885), Vega, Lope de, Městské divadlo na Vinohradech Praha, Jernek, Karel, Rendlová, Vlasta, 5.10.1945, Městské divadlo na Vinohradech Praha",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174892 | urn 174892 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202066,,Czech Republic,,,https://www.europeana.eu/item/2023817/174892?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/37885/37885_003.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F37885%2F37885_003.jpg&type=IMAGE,"Fuente Ovejuna, 1945, Městské divadlo na Vinohradech 45-50",,,https://www.europeana.eu/item/2023817/174892?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174892/manifest.json
europeana_00105,,,image,,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74","Sochůrek, Vilém",,"Subject event Performance: Fuente Ovejuna (25964), Vega, Lope de, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc, Bršlica, František, Čada, Jiří, 6.10.1968, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174838 | urn 174838 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202091,,Czech Republic,,,https://www.europeana.eu/item/2023817/174838?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/25964/25964_002.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F25964%2F25964_002.jpg&type=IMAGE,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74",,,https://www.europeana.eu/item/2023817/174838?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174838/manifest.json
europeana_00106,,,image,,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74","Sochůrek, Vilém",,"Subject event Performance: Fuente Ovejuna (25964), Vega, Lope de, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc, Bršlica, František, Čada, Jiří, 6.10.1968, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174839 | urn 174839 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202091,,Czech Republic,,,https://www.europeana.eu/item/2023817/174839?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/25964/25964_003.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F25964%2F25964_003.jpg&type=IMAGE,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74",,,https://www.europeana.eu/item/2023817/174839?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174839/manifest.json
europeana_00107,,,image,,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74","Sochůrek, Vilém",,"Subject event Performance: Fuente Ovejuna (25964), Vega, Lope de, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc, Bršlica, František, Čada, Jiří, 6.10.1968, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174841 | urn 174841 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202091,,Czech Republic,,,https://www.europeana.eu/item/2023817/174841?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/25964/25964_005.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F25964%2F25964_005.jpg&type=IMAGE,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74",,,https://www.europeana.eu/item/2023817/174841?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174841/manifest.json
europeana_00108,,,image,,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74","Sochůrek, Vilém",,"Subject event Performance: Fuente Ovejuna (25964), Vega, Lope de, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc, Bršlica, František, Čada, Jiří, 6.10.1968, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174842 | urn 174842 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202091,,Czech Republic,,,https://www.europeana.eu/item/2023817/174842?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/25964/25964_006.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F25964%2F25964_006.jpg&type=IMAGE,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74",,,https://www.europeana.eu/item/2023817/174842?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174842/manifest.json
europeana_00109,,,image,,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74","Sochůrek, Vilém",,"Subject event Performance: Fuente Ovejuna (25964), Vega, Lope de, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc, Bršlica, František, Čada, Jiří, 6.10.1968, Divadlo Oldřicha Stibora Olomouc, činohra Olomouc",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174844 | urn 174844 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202091,,Czech Republic,,,https://www.europeana.eu/item/2023817/174844?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/25964/25964_008.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F25964%2F25964_008.jpg&type=IMAGE,"Fuente Ovejuna, 1968, Divadlo Oldřicha Stibora Olomouc 58-74",,,https://www.europeana.eu/item/2023817/174844?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174844/manifest.json
europeana_00110,,,image,,"Fuente Ovejuna, 1945, Městské divadlo na Vinohradech 45-50","Drbohlav, Karel",,"Subject event Performance: Fuente Ovejuna (Vzbouření na vsi) (37885), Vega, Lope de, Městské divadlo na Vinohradech Praha, Jernek, Karel, Rendlová, Vlasta, 5.10.1945, Městské divadlo na Vinohradech Praha",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174893 | urn 174893 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202066,,Czech Republic,,,https://www.europeana.eu/item/2023817/174893?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/37885/37885_004.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F37885%2F37885_004.jpg&type=IMAGE,"Fuente Ovejuna, 1945, Městské divadlo na Vinohradech 45-50",,,https://www.europeana.eu/item/2023817/174893?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174893/manifest.json
europeana_00111,,,image,,"Fuente Ovejuna, 1945, Městské divadlo na Vinohradech 45-50","Drbohlav, Karel",,"Subject event Performance: Fuente Ovejuna (Vzbouření na vsi) (37885), Vega, Lope de, Městské divadlo na Vinohradech Praha, Jernek, Karel, Rendlová, Vlasta, 5.10.1945, Městské divadlo na Vinohradech Praha",cs,,IMAGE,http://data.europeana.eu/concept/48; http://vocab.getty.edu/aat/300046300,,,,,Europeana | Arts and Theatre Institute,174890 | urn 174890 [Metadata],http://rightsstatements.org/vocab/InC/1.0/,http://rightsstatements.org/vocab/InC/1.0/,http://data.europeana.eu/place/202066,,Czech Republic,,,https://www.europeana.eu/item/2023817/174890?utm_source=api&utm_medium=api&utm_campaign=epredegienst,http://db.divadelni-ustav.cz/foto/copy/inscenace/37885/37885_001.jpg,https://api.europeana.eu/thumbnail/v2/url.json?uri=http%3A%2F%2Fdb.divadelni-ustav.cz%2Ffoto%2Fcopy%2Finscenace%2F37885%2F37885_001.jpg&type=IMAGE,"Fuente Ovejuna, 1945, Městské divadlo na Vinohradech 45-50",,,https://www.europeana.eu/item/2023817/174890?utm_source=api&utm_medium=api&utm_campaign=epredegienst,https://iiif.europeana.eu/presentation/2023817/174890/manifest.json
